;title;description
26;[STD] namespace DMZ;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeDMZ
- Nom du namespace : std
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/echanges-externes/kubedmz
- timbre de la division métier propriétaire de l'application déployée : DR67-SNSSI57 
- timbre de l'équipe de maintenance : DR67-SNSSI57
- Adresse mail de l'équipe pour envoi des alertes : dsi-transfert-donnees@insee.fr
- quartier de l'application déployée dans ce namespace : ap
- liste idep à ajouter sur sugoi pour l'initialisation : HEXUQJ, EY9CCT, AHZRAP, ARX5XR, YN7DIV, OM18UW, GBHDL3
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) :
<!-- Pour Vault, la demande est à faire directement auprès de l'équipe IAHS, plus d'informations ici : https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/#demande-dacc%C3%A8s-au-vault-depuis-son-namespace -->

- [x] /!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)
- [ ] /!\ En créant ce ticket, je confirme que mon application est une application connue par l'urbanisation.
- [x] /!\ En créant ce ticket, je m'engage à ne déployer qu'une seule application au sens oscar dans cet espace"
27;[AM3DS-DSN] Microsegmentation des accès à la bdd dvam3dsdsnlg002;"Demande de mise en place de microsegmentation Kubernetes

## Informations

- cluster concerné (KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeDev
- Nom du namespace : projet-am3ds-dsn
- Timbre d'équipe : DR45-SNDI
- liste des IPS à protéger : 10.217.128.12 (dvam3dsdsnlg002)

- Informations complémentaires :
Merci et bonne journée"
28;Demanded'ajout de dépôt gitlab;"En tant qu’utilisateur, je souhaite que mon dépôt GitOps (https://gitlab.insee.fr/dpii-messagerie/gitops-messagerie-spoc-2) soit ajouté à mon namespace messagerie_SPOC2 sur le cluster KubeDev.

Merci d'avance"
29;[KubeDev] Namespace projet-rp-homere : ajouter des personnes dans le groupe sugoi;"Bonjour,

Est-il possible de rendre le groupe **rp-homere_K8S-DEV** autogéré sur l'application k8s-dev ?

Merci"
30;[PFD] Augmentation des quotas S3 du namespace plateforme-de-donnees;"En tant que dev, je souhaite augmenter les quotas de mon namespace.

<!-- Utiliser les tâches pour découper en sous-élements -->

Le projet plateforme de données commence à être utilisé en préprod et en prod pour certains processus.  
Le projet consistant à récupérer les fichiers de données producteurs et les contrôler avant mise en ligne, nous aurons vite besoin d'avoir plus d'espace sur le s3 de notre namespace

## cluster

- [x] kubepreprod
- [x] kubeprod

## namespace

- plateforme-de-donnees

Définition du DONE:

* [ ] Augmenter la limite de taille du s3 : 9.31 Go -> 50 Go ?"
31;[Oscar] Problème temps anormalement lors de la création certificat Oscar-api suite à changement url;"## Résumé

- Description : Bonjour nous avons changé l'url de notre api et ihm dans le cadre de notre migration de puppet à kube. Nous avons coupé le dns côté puppet pour les deux modules et changé l'url sur kube. L'ihm est redéployé correctement mais l'api n'a pas encore son certificat alors que ça fait pratiquement 2 heures. Est-ce que vous pouvez voir si c'est normal ou non ? Merci d'avance.
- Impact utilisateur : Critique

## Détails utiles

- Namespace : projet-oscar4
- Application/Pod : oscar4
- Module : oscar4-api"
32;[EGERIE] [KUBEDEV] Demande d'augmentation des ressources;"Bonjour, 

Pourriez-vous augmenter le quota de storage du namespace ""projet-egerie"" de 10 à 20Go ?

Merci d'avance

Jérôme Bourgeois"
33;[KubeDev] Demande de création de namespace vpn-enroll;"Demande de création de namespace

## Informations

- cluster concerné: KubeDev
- Nom du namespace : vpn-enroll
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/iahs/utils/gitops-kubedev-group/vpn-enroll
- timbre de la division métier propriétaire de l'application déployée : DR44-SNSSI
- timbre de l'équipe de maintenance : DR44-SNSSI
- Adresse mail de l'équipe pour envoi des alertes : dsi-iahs@insee.fr
- quartier de l'application déployée dans ce namespace : ap
- liste idep à ajouter sur sugoi pour l'initialisation : busl4w
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) :
<!-- Pour Vault, la demande est à faire directement auprès de l'équipe IAHS, plus d'informations ici : https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/#demande-dacc%C3%A8s-au-vault-depuis-son-namespace -->

- [X] /!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)
- [ ] /!\ En créant ce ticket, je confirme que mon application est une application connue par l'urbanisation.
- [X] /!\ En créant ce ticket, je m'engage à ne déployer qu'une seule application au sens oscar dans cet espace

Il s'agit d'un POC dans le cadre du projet Lapinou, l'appli n'est pas connu de l'urbanisation pour le moment, ça pose pb ?"
34;[PFD] Augmentation des quotas du namespace plateforme-de-donnees;"En tant que dev, je souhaite augmenter les quotas de mon namespace.

<!-- Utiliser les tâches pour découper en sous-élements -->

Au cours du projet plateforme de données, plusieurs applications ont été mutualisées au sein de notre namespace.  
Nous avons actuellement des diffcultés avec les limites sur nos quotas, et nous avons déjà essayé de réduire au maximum les limites sur tout nos pods (vous pouvez y jeter un coup d'oeil si vous voulez, on est pas contre des avis sur nos confs : [lien du gitops](https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement))

## cluster

- [x] KubeDev

## namespace

- plateforme-de-donnees

Définition du DONE:

* [ ] Augmenter la limite de RAM : 50 -> 70 ?
* [ ] Augmenter le nombre de cpu max : 16 -> 24 ?
* [ ] Augmenter la limite de storage : 50 -> 70 ?"
35;[Sirene] Passage automatique en mode maintenance d'applis depuis Rundeck (arrêt mensuel du SI Sirene);"Bonjour,

En tant que devops travaillant sur le SI Sirene, je souhaite basculer des applis IHM sous kube en mode maintenance de façon automatique depuis des jobs Rundeck.

Définition du DONE:
- [ ] Validation de la solution envisagée ou proposition d'une solution alternative
- [ ] Question suite au problème avec une ancienne version du Chart pour la récupération de l'image utilisée pour la bascule sur le serveur web static

Ce ticket est en fait une demande de validation de ce qu'on a prévu en lien avec des passages en maintenance d'applications du domaine Sirene (ou bien une demande de proposition alternative de votre part s'il y a une autre solution plus pertinente).

Dans le cadre de l'architecture des applis Sirene, orientée services, et qui repose actuellement sur des serveurs de type VM pour l'essentiel, nous devons arrêter chaque mois la plupart des serveurs pour la mise à niveau des bases de données (FMS pour MCS), qui prend environ une heure au total, avec les étapes suivantes
- 1. l'arrêt dans le bon ordre des différents services dans les différentes zones
- 2. le patchage des différentes bases de données
- 3. et le redémarrage des services dans le bon ordre.

Chacune des étapes est orchestrée via des jobs Rundecks, et pour les étapes 1 et 3, ces jobs gèrent également l'activation et la désactivation des pages de maintenance des applis.

Comme on passe progressivement sur les clusters Kube des applis IHM, on souhaite intégrer la gestion des pages de maintenance des applis dans les chaînes Rundeck. En ce qui concerne ces applis IHM, on se contente de les basculer en mode maintenance.

Lors d'une démo sur l'API d'Argo Workflows il y a quelques mois, j'avais demandé si une fonctionnalité comparable pouvait être utilisée pour déclencher des synchronisations par ArgoCD, car pendant la phase de mise au point de nos premiers déploiements kube, on préférait rester en mode synchronisation manuelle.

Finalement, on envisage de basculer prochainement en mode auto-sync y compris en production.

Dans ce fonctionnement, est-ce que vous confirmez qu'on pourrait passer par les mécanismes suivants dans les étapes 1 et 3 :
- job Rundeck qui utilise un Acces Token Gitlab pour appeler l'API Gitlab de notre dépôt GitOps de façon à basculer le booléen associé à la page de maintenance (on utilise le Chart générique)
- auto-sync qui active ou désactive (selon étape : 1 ou 3) la page de maintenance des applications concernées

Ou est-ce qu'on doit passer par une autre solution ?

Dernière question annexe : J'avais testé la page de maintenance il y a quelques mois, sans problème, et j'ai constaté des problèmes de récupération de l'image utilisée en la réactivant. J'ai ensuite vu le message de mi-janvier sur ce sujet, sur le salon kube, invitant à utiliser une version plus récente du Chart.

Est-ce que c'était un problème ponctuel ? Pas de risque à l'avenir de le voir se produire de nouveau si on ne monte pas systématiquement la version du Chart ?"
36;ajout d'une application au déploiement Gitops  hyperx-test-charge;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [X] Un ajout
    - [ ] Une Suppression
- Il s'agit d'un dépôt GitOps en mode app of apps : [X]
- Cluster : KubePP
- Namespace : hyperx-test-charge
- Lien vers le répertoire GIT : https://gitlab.insee.fr/snssi_cugid/equipe-assistance/hyperx/kubernetes/kube-preprod/gitops/

Merci ! 
j'ai ajouté l'utilisateur bot-kubeapp avec le rôle reporter si c'est bien ça qu'il faut faire."
37;[apisirene] Modification email notifications;"Bonjour,

Pourriez-vous modifier l'adresse de notification du NS projet-apisirene sur KubeProd et KubeDMZ pour mettre l'adresse dr44-sndi-diffusion-sirene@insee.fr

https://gitlab.insee.fr/kubernetes/kubeapp/gitops-appli/-/blob/main/projects/projet-apisirene/prod.yaml?ref_type=heads
https://gitlab.insee.fr/kubernetes/kubeapp/gitops-appli/-/blob/main/projects/projet-apisirene/dmz.yaml?ref_type=heads

Merci !"
38;[Modification Configuration Gitops] Modification repository sur l'ensemble des clusters ns projet-filiere-enquete-prep-coll;"Demande de modification d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [ ] Un ajout
    - [ ] Une Suppression
    - [ X ] une Modification
- Il s'agit d'un dépôt GitOps en mode app of apps : [ X ]

- Lien vers le répertoire GIT : https://gitlab.insee.fr/filiere-enquete/preparer-collecter/infrastructure-k8s/gitops.git

1/ Pour les clusters kubeProd, kubePreprod, KubeDMZ (namespace projet-filiere-enquete-prep-coll) et Kubedev (namespace projet-filiere-enquete-preparer-collecter):

changement du source.repoUrl en https://gitlab.insee.fr/filiere-enquete/preparer-collecter/infrastructure-k8s/gitops.git
(le path est identique)

2/ Pour le cluster KubePPDMZ : initier la conf en mode app of apps sur le modéle des autres clusters avec: 
source.repoUrl: https://gitlab.insee.fr/filiere-enquete/preparer-collecter/infrastructure-k8s/gitops.git
source.path: argocd-apps/kubeppdmz/

Merci à vous!"
39;[Sirdali] Réduction possible de l'exception d'ephemeral storage sur am3ds de prod;"Bonjour, nous avons pu mettre en place l'ephemeral volume pour les jobs Spark d'am3ds, on n'a donc plus besoin de l'exception de 50Gi d'ephemeral storage.

Serait-il possible de tout de même laisser une limite de **4Gi** pour les besoins d'Arc ?

Merci !"
40;[Sirdali] Demande d'augmentation de la ressource storage pour projet-am3ds en prod;"Bonjour, suite à la mise en place d'ephemeral volumes pour les jobs Spark d'am3ds, il nous manque des ressources pour les autres opérations. Serait-il possible d'augmenter le storage sur la prod d'am3ds de 200Gi ? (2.5Ti -> 2.7Ti)

Merci !"
41;[Métadonnées] Augmentation de l'éphémeral storage pour le pod rclone;"En tant que Pilote du produit RMéS, je souhaite aumenter l'ephemeral storage du pod utilisé pour rclone.

J'avoue ne pas savoir de quelle taille j'ai besoin :( Pour le moment, j'ai l'erreur suivante : `pods ""copy-s3-applishare-1769054400"" is forbidden: exceeded quota: projet-metadonnees-config-quotas, requested: limits.ephemeral-storage=200Mi, used: limits.ephemeral-storage=40Mi, limited: limits.ephemeral-storage=100Mi`. En discutant avec Eric Thuaud, il m'a indiqué que le sien avait des utilisation en pic à 1.2Go mais je pense que notre rclone est moins gourmant.

Désolé de ne pas être plus précis, je ne maîtrise pas très bien le sujet. Dispo pour échanger sur le sujet si besoin bien entendu.

<!-- Utiliser les tâches pour découper en sous-élements -->

Définition du DONE: le pod rclone démarre et n'a plus une erreur dû à l'ephemeral storage

*"
42;Données de consommation par namespace pour analyse FinOps;"En tant qu'analyste FinOps,  
je souhaite obtenir hebdomadairement les données de consommation par namespace de tous les clusters de KubeApp.

Définition du DONE:

* un fichier csv par cluster est déposé chaque semaine dans un bucket S3
* chaque fichier contient pour chaque namespace une ligne par heure de la semaine écoulée détaillant
  * le max de la somme des requests en CPU sur l'heure
  * le max de la somme des requests en Mémoire sur l'heure
  * le max de la somme des limites en CPU sur l'heure
  * le max de la somme des limites en Mémoire sur l'heure
  * la moyenne de la somme de consommation mémoire sur l'heure
  * si disponible : Q25, Q50, Q75, Q97 et Q99 de consommation mémoire sur l'heure
  * la somme de consommation CPU sur l'heure
  * le max de consommation S3 sur l'heure
  * le max de consommation PVC sur l'heure"
